date,open,high,low,close,ticker
2021-10-21,179.58,179.79,176.01,177.47,AXP
2021-10-22,185.0,189.03,182.2,187.08,AXP
2021-10-25,186.73,187.21,181.83,182.31,AXP
2021-10-26,183.42,183.5,177.52,180.95,AXP
2021-10-27,180.1,183.73,177.91,178.03,AXP
2021-10-28,178.4,179.2271,173.02,174.61,AXP
2021-10-29,175.63,176.67,173.04,173.78,AXP
2021-11-01,174.58,176.07,173.34,174.21,AXP
2021-11-02,175.0,175.2,172.57,173.17,AXP
2021-11-03,172.7,173.83,171.75,172.61,AXP
2021-11-04,172.13,174.02,171.66,172.53,AXP
2021-11-05,176.18,177.79,175.35,176.69,AXP
2021-11-08,178.07,182.09,177.79,180.05,AXP
2021-11-09,179.76,181.19,178.43,179.86,AXP
2021-11-10,179.36,183.48,179.36,181.39,AXP
2021-11-11,181.99,182.73,180.74,181.3,AXP
2021-11-12,180.71,182.38,179.65,181.89,AXP
2021-11-15,182.53,183.93,182.04,183.13,AXP
2021-11-16,183.4,183.4,179.74,180.92,AXP
2021-11-17,181.18,181.74,178.2,179.61,AXP
2021-11-18,180.0,180.37,175.84,176.21,AXP
2021-11-19,173.73,175.265,171.84,173.54,AXP
2021-09-13,150.63,151.42,148.75,149.55,AAPL
2021-09-14,150.35,151.07,146.91,148.12,AAPL
2021-09-15,148.56,149.44,146.37,149.03,AAPL
2021-09-16,148.44,148.97,147.221,148.79,AAPL
2021-09-17,148.82,148.82,145.76,146.06,AAPL
2021-09-20,143.8,144.84,141.27,142.94,AAPL
2021-09-21,143.93,144.6,142.78,143.43,AAPL
2021-09-22,144.45,146.43,143.7001,145.85,AAPL
2021-09-23,146.65,147.08,145.64,146.83,AAPL
2021-09-24,145.66,147.4701,145.56,146.92,AAPL
2021-09-27,145.47,145.96,143.82,145.37,AAPL
2021-09-28,143.25,144.75,141.69,141.91,AAPL
2021-09-29,142.47,144.45,142.03,142.83,AAPL
2021-09-30,143.66,144.378,141.28,141.5,AAPL
2021-10-01,141.9,142.92,139.1101,142.65,AAPL
2021-10-04,141.76,142.21,138.27,139.14,AAPL
2021-10-05,139.49,142.24,139.36,141.11,AAPL
2021-10-06,139.47,142.15,138.37,142.0,AAPL
2021-10-07,143.06,144.215,142.72,143.29,AAPL
2021-10-08,144.03,144.1781,142.56,142.9,AAPL
2021-10-11,142.27,144.81,141.81,142.81,AAPL
2021-10-12,143.23,143.25,141.0401,141.51,AAPL
2021-10-13,141.235,141.4,139.2,140.91,AAPL
2021-10-14,142.11,143.88,141.51,143.76,AAPL
2021-10-15,143.77,144.895,143.51,144.84,AAPL
2021-10-18,143.445,146.84,143.16,146.55,AAPL
2021-10-19,147.01,149.17,146.55,148.76,AAPL
2021-10-20,148.7,149.7539,148.12,149.26,AAPL
2021-10-21,148.81,149.64,147.87,149.48,AAPL
2021-10-22,149.69,150.18,148.64,148.69,AAPL
2021-10-25,148.68,149.37,147.6211,148.64,AAPL
2021-10-26,149.33,150.84,149.0101,149.32,AAPL
2021-10-27,149.36,149.73,148.49,148.85,AAPL
2021-10-28,149.82,153.165,149.72,152.57,AAPL
2021-10-29,147.215,149.94,146.4128,149.8,AAPL
2021-11-01,148.985,149.7,147.8,148.96,AAPL
2021-11-02,148.66,151.57,148.65,150.02,AAPL
2021-11-03,150.39,151.97,149.82,151.49,AAPL
2021-11-04,151.58,152.43,150.64,150.96,AAPL
2021-11-05,151.89,152.2,150.06,151.28,AAPL
2021-11-08,151.41,151.57,150.16,150.44,AAPL
2021-11-09,150.2,151.428,150.0601,150.81,AAPL
2021-11-10,150.02,150.13,147.85,147.92,AAPL
2021-11-11,148.96,149.43,147.681,147.87,AAPL
2021-11-12,148.43,150.4,147.48,149.99,AAPL
2021-11-15,150.37,151.88,149.43,150.0,AAPL
2021-11-16,149.94,151.488,149.34,151.0,AAPL
2021-11-17,150.995,155.0,150.99,153.49,AAPL
2021-11-18,153.71,158.67,153.05,157.87,AAPL
2021-11-19,157.65,161.02,156.5328,160.55,AAPL
2021-09-13,211.35,215.64,209.88,214.48,BA
2021-09-14,215.84,216.11,210.711,211.57,BA
2021-09-15,211.79,214.35,210.32,214.22,BA
2021-09-16,213.96,216.31,213.31,213.36,BA
2021-09-17,213.12,215.37,211.91,213.36,BA
2021-09-20,210.81,212.43,206.53,209.5,BA
2021-09-21,210.25,211.76,207.72,208.51,BA
2021-09-22,210.0,217.99,209.65,216.98,BA
2021-09-23,217.81,222.62,217.1501,221.1,BA
2021-09-24,219.13,222.41,218.66,221.39,BA
2021-09-27,224.0,228.6,223.8775,224.16,BA
2021-09-28,222.9,224.577,216.4201,218.41,BA
2021-09-29,227.8,229.9399,224.86,225.36,BA
2021-09-30,226.08,226.15,219.46,219.94,BA
2021-10-01,222.85,226.72,220.6,226.0,BA
2021-10-04,225.68,227.9707,222.0,223.79,BA
2021-10-05,224.27,226.45,222.42,224.42,BA
2021-10-06,221.08,225.07,219.2001,224.99,BA
2021-10-07,227.34,229.0,225.9,226.48,BA
2021-10-08,226.75,228.7124,225.4,226.39,BA
2021-10-11,226.5,232.1,225.32,226.45,BA
2021-10-12,226.0,228.66,223.12,223.57,BA
2021-10-13,224.0,224.2995,219.36,221.78,BA
2021-10-14,221.07,222.18,217.0411,217.44,BA
2021-10-15,218.165,219.61,216.28,217.04,BA
2021-10-18,216.0,217.28,214.05,216.98,BA
2021-10-19,217.47,217.6585,215.28,215.97,BA
2021-10-20,215.49,218.66,214.35,216.17,BA
2021-10-21,216.54,218.1122,213.81,214.34,BA
2021-10-22,214.6,216.72,212.575,212.97,BA
2021-10-25,213.25,213.9785,211.7,212.87,BA
2021-10-26,213.19,214.85,208.18,209.81,BA
2021-10-27,212.85,212.9,205.64,206.61,BA
2021-10-28,206.0,208.74,204.6,207.85,BA
2021-10-29,206.84,208.24,205.29,207.03,BA
2021-11-01,207.0,214.69,206.81,214.58,BA
2021-11-02,213.83,215.715,210.7,212.77,BA
2021-11-03,211.47,213.76,210.8721,213.38,BA
2021-11-04,213.8,214.82,211.87,213.03,BA
2021-11-05,217.7,224.58,217.7,224.46,BA
2021-11-08,225.24,226.99,222.11,222.68,BA
2021-11-09,222.49,222.85,217.54,220.79,BA
2021-11-10,219.36,225.68,217.27,218.5,BA
2021-11-11,220.5,222.65,218.9,219.38,BA
2021-11-12,219.72,223.75,218.9,220.96,BA
2021-11-15,227.37,233.94,226.92,233.09,BA
2021-11-16,232.94,232.95,225.51,225.8,BA
2021-11-17,229.54,231.32,224.2,226.62,BA
2021-11-18,230.3,231.5,224.951,227.25,BA
2021-11-19,225.07,225.33,213.23,214.13,BA
2021-09-13,207.16,207.86,203.93,206.2,CAT
2021-09-14,206.04,206.1,201.64,202.33,CAT
2021-09-15,202.17,206.59,201.87,205.73,CAT
2021-09-16,205.45,206.39,202.82,203.6,CAT
2021-09-17,202.63,203.27,199.45,199.75,CAT
2021-09-20,193.06,193.99,188.475,190.82,CAT
2021-09-21,192.0,192.71,186.98,189.84,CAT
2021-09-22,192.0,194.5,191.16,191.35,CAT
2021-09-23,192.91,197.6,192.85,196.62,CAT
2021-09-24,195.65,197.79,194.93,196.82,CAT
2021-09-27,197.6,201.99,197.6,200.0,CAT
2021-09-28,200.2,201.89,198.75,200.55,CAT
2021-09-29,200.48,201.16,197.7,197.87,CAT
2021-09-30,198.62,198.8743,191.63,191.97,CAT
2021-10-01,192.9,195.87,191.24,194.33,CAT
2021-10-04,194.74,195.91,192.41,193.13,CAT
2021-10-05,192.76,194.4,190.73,192.5,CAT
2021-10-06,190.0,192.39,187.8,191.86,CAT
2021-10-07,193.73,196.39,193.61,195.75,CAT
2021-10-08,195.8,196.58,194.74,195.16,CAT
2021-10-11,196.34,197.1707,192.68,192.89,CAT
2021-10-12,192.32,193.5846,189.58,189.92,CAT
2021-10-13,190.5,191.25,187.72,188.94,CAT
2021-10-14,193.55,194.8,192.6124,194.33,CAT
2021-10-15,195.96,199.45,195.3,199.02,CAT
2021-10-18,197.38,198.68,195.545,198.18,CAT
2021-10-19,198.6,201.48,198.46,201.14,CAT
2021-10-20,201.16,205.18,200.5301,204.19,CAT
2021-10-21,201.6,202.3,199.74,202.14,CAT
2021-10-22,200.64,202.345,199.2,200.65,CAT
2021-10-25,201.28,203.31,200.51,202.21,CAT
2021-10-26,202.75,202.785,199.47,199.64,CAT
2021-10-27,200.25,200.43,195.92,196.13,CAT
2021-10-28,197.36,204.5,197.05,204.09,CAT
2021-10-29,207.99,209.75,203.24,204.01,CAT
2021-11-01,204.29,206.88,203.81,205.38,CAT
2021-11-02,205.75,207.81,203.0,207.12,CAT
2021-11-03,206.26,206.5767,201.82,203.55,CAT
2021-11-04,204.0,204.89,202.61,203.59,CAT
2021-11-05,205.48,208.88,205.23,205.88,CAT
2021-11-08,215.89,216.47,211.25,214.25,CAT
2021-11-09,215.18,215.57,208.96,209.81,CAT
2021-11-10,209.27,209.9521,206.43,206.67,CAT
2021-11-11,207.88,210.44,207.88,208.53,CAT
2021-11-12,209.35,210.69,208.3,209.27,CAT
2021-11-15,210.0,210.69,206.76,207.71,CAT
2021-11-16,208.0,208.18,205.26,205.43,CAT
2021-11-17,205.0,205.19,200.85,202.98,CAT
2021-11-18,203.27,203.71,200.66,201.42,CAT
2021-11-19,200.92,202.92,199.66,200.44,CAT
2021-09-13,97.21,98.7099,97.06,97.97,CVX
2021-09-14,98.38,98.74,95.98,96.2,CVX
2021-09-15,96.99,98.53,96.99,98.24,CVX
2021-09-16,98.32,98.59,96.91,97.32,CVX
2021-09-17,97.11,98.38,96.37,96.76,CVX
2021-09-20,94.64,95.25,93.31,94.78,CVX
2021-09-21,95.57,95.89,94.03,94.85,CVX
2021-09-22,96.24,98.78,96.24,97.64,CVX
2021-09-23,98.24,100.2662,97.75,100.06,CVX
2021-09-24,99.65,100.97,99.65,100.6,CVX
2021-09-27,102.59,103.78,102.59,102.97,CVX
2021-09-28,103.91,104.89,102.88,103.36,CVX
2021-09-29,103.21,104.24,102.34,103.33,CVX
2021-09-30,103.42,103.45,101.45,101.45,CVX
2021-10-01,102.215,104.54,101.88,104.33,CVX
2021-10-04,105.0,105.86,104.11,104.72,CVX
2021-10-05,106.04,107.77,105.42,105.86,CVX
2021-10-06,104.18,105.345,103.58,104.93,CVX
2021-10-07,105.61,106.3,105.215,105.68,CVX
2021-10-08,106.81,108.43,106.6,108.05,CVX
2021-10-11,109.56,109.63,106.9231,107.13,CVX
2021-10-12,106.99,107.58,106.17,107.15,CVX
2021-10-13,106.77,108.34,106.48,107.79,CVX
2021-10-14,108.88,109.16,108.11,108.81,CVX
2021-10-15,109.77,110.025,109.43,109.61,CVX
2021-10-18,110.22,110.41,108.955,109.56,CVX
2021-10-19,110.16,111.7,109.795,111.7,CVX
2021-10-20,111.09,113.17,110.78,113.16,CVX
2021-10-21,112.71,112.805,110.87,111.74,CVX
2021-10-22,112.22,112.88,111.45,112.8,CVX
2021-10-25,113.53,114.35,113.3011,113.85,CVX
2021-10-26,113.98,114.6,113.51,114.1,CVX
2021-10-27,113.22,113.58,111.65,112.07,CVX
2021-10-28,111.58,113.27,111.58,113.12,CVX
2021-10-29,114.83,115.29,113.15,114.49,CVX
2021-11-01,115.03,115.09,114.05,114.53,CVX
2021-11-02,114.18,114.19,113.21,113.83,CVX
2021-11-03,112.27,113.27,111.97,113.01,CVX
2021-11-04,114.22,114.26,112.91,113.51,CVX
2021-11-05,114.27,115.05,113.93,114.74,CVX
2021-11-08,115.09,115.99,114.69,115.15,CVX
2021-11-09,115.27,116.12,114.46,116.0,CVX
2021-11-10,115.76,116.21,113.66,114.15,CVX
2021-11-11,113.6,114.67,113.57,114.16,CVX
2021-11-12,113.8,114.305,113.59,114.23,CVX
2021-11-15,114.95,116.95,114.27,116.82,CVX
2021-11-16,117.11,118.08,116.86,117.28,CVX
2021-11-17,114.87,116.53,114.66,115.42,CVX
2021-11-18,114.85,115.38,113.41,114.45,CVX
2021-11-19,112.51,113.15,111.1,111.91,CVX
2021-09-13,58.16,58.53,57.725,58.1,CSCO
2021-09-14,58.24,58.47,57.66,57.87,CSCO
2021-09-15,57.78,59.6,57.06,57.56,CSCO
2021-09-16,58.3093,58.82,57.125,57.33,CSCO
2021-09-17,57.39,57.45,56.47,56.85,CSCO
2021-09-20,56.38,56.4,55.29,55.89,CSCO
2021-09-21,55.96,56.37,55.23,55.26,CSCO
2021-09-22,55.7621,56.13,55.37,55.52,CSCO
2021-09-23,55.6992,56.895,55.6,56.69,CSCO
2021-09-24,56.4468,56.81,56.22,56.73,CSCO
2021-09-27,56.46,56.67,56.05,56.22,CSCO
2021-09-28,55.7841,55.985,55.41,55.52,CSCO
2021-09-29,55.615,55.98,55.34,55.48,CSCO
2021-09-30,55.8,55.9,54.41,54.43,CSCO
2021-10-01,54.6,55.41,54.04,55.14,CSCO
2021-10-04,54.5,54.68,53.95,54.23,CSCO
2021-10-05,54.13,55.025,54.13,54.69,CSCO
2021-10-06,54.345,54.38,52.98,53.94,CSCO
2021-10-07,54.493,55.41,54.35,55.02,CSCO
2021-10-08,55.2,55.3,54.75,55.08,CSCO
2021-10-11,55.25,55.3801,54.9,54.93,CSCO
2021-10-12,54.99,55.06,54.07,54.28,CSCO
2021-10-13,54.32,54.75,54.08,54.62,CSCO
2021-10-14,55.09,55.85,54.98,55.65,CSCO
2021-10-15,55.8876,55.8876,54.96,55.25,CSCO
2021-10-18,55.04,55.49,54.57,55.19,CSCO
2021-10-19,55.29,55.78,55.03,55.74,CSCO
2021-10-20,55.8,56.23,55.8,56.2,CSCO
2021-10-21,56.04,56.12,55.525,55.69,CSCO
2021-10-22,55.55,55.86,54.94,55.11,CSCO
2021-10-25,55.11,55.415,54.81,55.14,CSCO
2021-10-26,55.56,56.3494,55.4,55.81,CSCO
2021-10-27,56.13,56.72,55.925,56.18,CSCO
2021-10-28,56.23,56.685,55.89,56.24,CSCO
2021-10-29,56.315,56.58,55.86,55.97,CSCO
2021-11-01,55.8691,56.25,55.5,56.1,CSCO
2021-11-02,56.37,57.87,56.28,57.62,CSCO
2021-11-03,57.58,57.93,57.12,57.65,CSCO
2021-11-04,57.6,57.69,56.555,57.12,CSCO
2021-11-05,57.3762,57.8,56.93,57.07,CSCO
2021-11-08,57.1,57.52,56.59,57.0,CSCO
2021-11-09,57.07,57.6299,56.9,57.44,CSCO
2021-11-10,57.9,58.625,57.685,57.77,CSCO
2021-11-11,57.57,57.77,56.69,56.76,CSCO
2021-11-12,56.97,57.15,56.31,56.82,CSCO
2021-11-15,56.9287,57.7,56.83,57.27,CSCO
2021-11-16,57.24,58.08,56.925,57.0,CSCO
2021-11-17,56.61,57.14,56.27,56.76,CSCO
2021-11-18,52.73,53.93,51.08,53.63,CSCO
2021-11-19,53.545,53.69,52.78,53.25,CSCO
2021-09-13,55.74,56.395,55.74,56.07,KO
2021-09-14,55.92,55.98,55.55,55.69,KO
2021-09-15,55.68,56.0,55.42,55.88,KO
2021-09-16,55.72,55.985,54.82,55.35,KO
2021-09-17,55.02,55.194,54.37,54.44,KO
2021-09-20,54.11,54.4,53.7273,54.06,KO
2021-09-21,54.39,54.82,53.94,54.05,KO
2021-09-22,54.505,54.56,54.0623,54.13,KO
2021-09-23,54.26,54.6175,54.0,54.04,KO
2021-09-24,54.0,54.24,53.86,53.89,KO
2021-09-27,53.85,54.245,53.57,53.61,KO
2021-09-28,53.46,53.46,52.43,52.64,KO
2021-09-29,52.64,53.155,52.56,52.96,KO
2021-09-30,53.17,53.325,52.43,52.47,KO
2021-10-01,52.78,53.2,52.5707,53.02,KO
2021-10-04,53.06,53.525,52.4,52.99,KO
2021-10-05,53.02,53.47,52.93,53.08,KO
2021-10-06,52.77,53.765,52.51,53.71,KO
2021-10-07,53.99,54.28,53.81,53.88,KO
2021-10-08,54.0,54.39,53.895,54.12,KO
2021-10-11,54.21,54.39,54.01,54.23,KO
2021-10-12,54.42,54.83,54.22,54.23,KO
2021-10-13,54.17,54.43,53.79,54.24,KO
2021-10-14,54.39,54.805,54.31,54.61,KO
2021-10-15,54.64,54.88,54.285,54.48,KO
2021-10-18,54.35,54.39,53.86,53.94,KO
2021-10-19,54.04,54.2,53.77,54.15,KO
2021-10-20,54.18,54.76,54.11,54.63,KO
2021-10-21,54.6,54.67,54.21,54.35,KO
2021-10-22,54.39,54.53,54.07,54.45,KO
2021-10-25,54.38,54.47,54.015,54.23,KO
2021-10-26,54.32,54.58,54.2345,54.47,KO
2021-10-27,55.97,56.08,55.265,55.52,KO
2021-10-28,55.75,56.11,55.62,56.04,KO
2021-10-29,55.87,56.465,55.78,56.37,KO
2021-11-01,56.39,56.4,55.9,56.17,KO
2021-11-02,56.47,56.5,55.965,56.1,KO
2021-11-03,56.0,56.33,55.775,56.29,KO
2021-11-04,56.11,56.63,56.03,56.6,KO
2021-11-05,56.84,57.16,56.59,56.84,KO
2021-11-08,56.75,56.89,56.13,56.33,KO
2021-11-09,56.41,56.52,56.09,56.49,KO
2021-11-10,56.54,56.92,56.29,56.72,KO
2021-11-11,56.825,56.88,56.57,56.74,KO
2021-11-12,56.75,56.985,56.545,56.61,KO
2021-11-15,56.53,56.68,56.27,56.62,KO
2021-11-16,56.62,56.94,56.185,56.22,KO
2021-11-17,56.04,56.05,55.65,55.91,KO
2021-11-18,55.83,55.93,55.14,55.41,KO
2021-11-19,55.44,55.485,54.9047,55.13,KO
2021-09-13,61.27,61.59,60.215,60.72,DOW
2021-09-14,61.24,61.3,59.5224,59.65,DOW
2021-09-15,59.75,60.67,59.67,60.2,DOW
2021-09-16,60.14,60.32,59.07,59.47,DOW
2021-09-17,58.8,59.17,57.47,57.75,DOW
2021-09-20,56.26,57.1304,55.31,56.18,DOW
2021-09-21,56.59,56.86,55.21,55.53,DOW
2021-09-22,56.26,56.98,56.255,56.3,DOW
2021-09-23,56.77,58.045,56.6,57.43,DOW
2021-09-24,57.2,57.34,56.74,56.81,DOW
2021-09-27,56.88,60.38,56.88,59.69,DOW
2021-09-28,60.15,60.645,59.14,59.46,DOW
2021-09-29,59.46,59.6,58.77,58.82,DOW
2021-09-30,58.92,59.17,57.55,57.56,DOW
2021-10-01,57.67,59.01,57.25,58.58,DOW
2021-10-04,58.58,59.0,57.68,58.24,DOW
2021-10-05,58.26,59.445,58.1,59.1,DOW
2021-10-06,58.36,58.57,56.3,57.16,DOW
2021-10-07,57.89,59.47,57.79,58.51,DOW
2021-10-08,58.81,59.29,58.4,58.71,DOW
2021-10-11,59.25,59.78,58.21,58.23,DOW
2021-10-12,58.02,58.37,57.5,57.74,DOW
2021-10-13,57.92,58.05,56.65,56.91,DOW
2021-10-14,57.43,58.78,57.14,58.74,DOW
2021-10-15,59.47,59.73,58.84,58.96,DOW
2021-10-18,57.7,59.39,57.6,58.95,DOW
2021-10-19,59.09,59.27,58.54,59.19,DOW
2021-10-20,59.16,60.6075,58.9412,59.89,DOW
2021-10-21,60.07,61.17,57.96,59.26,DOW
2021-10-22,59.64,60.19,58.38,58.4,DOW
2021-10-25,59.24,59.535,58.61,58.71,DOW
2021-10-26,58.71,59.76,58.1801,58.71,DOW
2021-10-27,58.58,58.58,55.9,56.0,DOW
2021-10-28,56.25,56.86,56.21,56.57,DOW
2021-10-29,56.13,56.65,55.66,55.97,DOW
2021-11-01,56.01,57.98,56.01,57.44,DOW
2021-11-02,57.64,58.74,57.24,58.47,DOW
2021-11-03,58.49,59.585,58.09,59.05,DOW
2021-11-04,59.0,59.015,56.795,57.17,DOW
2021-11-05,57.24,58.745,57.24,58.31,DOW
